"Ebene";"EDV-Code";"Code";"Titel";"korrespondierende Ebene";"korrespondierender EDV-Code";"korrespondierender Code";"korrespondierender Titel";"Korrespondenz-Beschreibung"
5;"H49390";"H 49.39-0";"Sonstige Personenbeförderung im Landverkehr a.n.g.";4;"H4939";"H 49.39";"Sonstige Personenbeförderung im Landverkehr a. n. g.";""
5;"H49410";"H 49.41-0";"Güterbeförderung im Straßenverkehr";4;"H4941";"H 49.41";"Güterbeförderung im Straßenverkehr";""
5;"H49420";"H 49.42-0";"Umzugstransporte";4;"H4942";"H 49.42";"Umzugstransporte";""
5;"H49500";"H 49.50-0";"Transport in Rohrfernleitungen";4;"H4950";"H 49.50";"Transport in Rohrfernleitungen";""
5;"H50100";"H 50.10-0";"Personenbeförderung in der Hochsee- und Küstenschifffahrt";4;"H5010";"H 50.10";"Personenbeförderung in der Hochsee- und Küstenschifffahrt";""
5;"H50200";"H 50.20-0";"Güterbeförderung in der Hochsee- und Küstenschifffahrt";4;"H5020";"H 50.20";"Güterbeförderung in der Hochsee- und Küstenschifffahrt";""
5;"H50300";"H 50.30-0";"Personenbeförderung in der Binnenschifffahrt";4;"H5030";"H 50.30";"Personenbeförderung in der Binnenschifffahrt";""
5;"H50400";"H 50.40-0";"Güterbeförderung in der Binnenschifffahrt";4;"H5040";"H 50.40";"Güterbeförderung in der Binnenschifffahrt";""
5;"H51100";"H 51.10-0";"Personenbeförderung in der Luftfahrt";4;"H5110";"H 51.10";"Personenbeförderung in der Luftfahrt";""
5;"H51210";"H 51.21-0";"Güterbeförderung in der Luftfahrt";4;"H5121";"H 51.21";"Güterbeförderung in der Luftfahrt";""
5;"H51220";"H 51.22-0";"Raumtransport";4;"H5122";"H 51.22";"Raumtransport";""
5;"H52101";"H 52.10-1";"Erdöl- und Erdgaslagerei";4;"H5210";"H 52.10";"Lagerei";""
5;"H52109";"H 52.10-9";"Sonstige Lagerei";4;"H5210";"H 52.10";"Lagerei";""
5;"H52211";"H 52.21-1";"Parkhäuser und Parkgaragen";4;"H5221";"H 52.21";"Erbringung von sonstigen Dienstleistungen für den Landverkehr";""
5;"H52212";"H 52.21-2";"Mautstraßen";4;"H5221";"H 52.21";"Erbringung von sonstigen Dienstleistungen für den Landverkehr";""
5;"H52213";"H 52.21-3";"Betrieb von Eisenbahninfrastruktur";4;"H5221";"H 52.21";"Erbringung von sonstigen Dienstleistungen für den Landverkehr";""
5;"H52219";"H 52.21-9";"Erbringung von sonstigen Dienstleistungen für den Landverkehr a.n.g.";4;"H5221";"H 52.21";"Erbringung von sonstigen Dienstleistungen für den Landverkehr";""
5;"H52220";"H 52.22-0";"Erbringung von sonstigen Dienstleistungen für die Schifffahrt";4;"H5222";"H 52.22";"Erbringung von sonstigen Dienstleistungen für die Schifffahrt";""
5;"H52230";"H 52.23-0";"Erbringung von sonstigen Dienstleistungen für die Luftfahrt";4;"H5223";"H 52.23";"Erbringung von sonstigen Dienstleistungen für die Luftfahrt";""
5;"H52240";"H 52.24-0";"Frachtumschlag";4;"H5224";"H 52.24";"Frachtumschlag";""
5;"H52250";"H 52.25-0";"Erbringung von Logistikdienstleistungen";4;"H5225";"H 52.25";"Erbringung von Logistikdienstleistungen";""
5;"H52260";"H 52.26-0";"Erbringung von sonstigen Dienstleistungen für den Verkehr";4;"H5226";"H 52.26";"Erbringung von sonstigen Dienstleistungen für den Verkehr";""
5;"H52310";"H 52.31-0";"Vermittlungstätigkeiten für die Güterbeförderung";4;"H5231";"H 52.31";"Vermittlungstätigkeiten für die Güterbeförderung";""
5;"H52320";"H 52.32-0";"Vermittlungstätigkeiten für die Personenbeförderung";4;"H5232";"H 52.32";"Vermittlungstätigkeiten für die Personenbeförderung";""
5;"H53100";"H 53.10-0";"Postdienste von Universaldienstleistungsanbietern";4;"H5310";"H 53.10";"Postdienste von Universaldienstleistungsanbietern";""
5;"H53200";"H 53.20-0";"Sonstige Post-, Kurier- und Expressdienste";4;"H5320";"H 53.20";"Sonstige Post-, Kurier- und Expressdienste";""
5;"H53300";"H 53.30-0";"Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen";4;"H5330";"H 53.30";"Vermittlungstätigkeiten für Post-, Kurier- und Expressdienstleistungen";""
5;"I55101";"I 55.10-1";"Hotels";4;"I5510";"I 55.10";"Hotels, Gasthöfe und Pensionen";""
5;"I55102";"I 55.10-2";"Gasthöfe und Pensionen";4;"I5510";"I 55.10";"Hotels, Gasthöfe und Pensionen";""
5;"I55201";"I 55.20-1";"Jugendherbergen und Schutzhütten";4;"I5520";"I 55.20";"Ferienunterkünfte und ähnliche Beherbergungsstätten";""
5;"I55202";"I 55.20-2";"Ferienhäuser und Ferienwohnungen";4;"I5520";"I 55.20";"Ferienunterkünfte und ähnliche Beherbergungsstätten";""
5;"I55300";"I 55.30-0";"Campingplätze";4;"I5530";"I 55.30";"Campingplätze";""
5;"I55400";"I 55.40-0";"Vermittlungstätigkeiten für Beherbergungsdienstleistungen";4;"I5540";"I 55.40";"Vermittlungstätigkeiten für Beherbergungsdienstleistungen";""
5;"I55900";"I 55.90-0";"Sonstige Beherbergungsstätten";4;"I5590";"I 55.90";"Sonstige Beherbergungsstätten";""
5;"I56111";"I 56.11-1";"Restaurants und Gaststätten";4;"I5611";"I 56.11";"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.";""
5;"I56112";"I 56.11-2";"Buffets und Imbissstuben";4;"I5611";"I 56.11";"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.";""
5;"I56113";"I 56.11-3";"Cafehäuser";4;"I5611";"I 56.11";"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.";""
5;"I56114";"I 56.11-4";"Eissalons";4;"I5611";"I 56.11";"Restaurants, Gaststätten, Imbissstuben, Cafés, Eissalons u. Ä.";""
5;"I56120";"I 56.12-0";"Mobile Gastronomie";4;"I5612";"I 56.12";"Mobile Gastronomie";""
5;"I56210";"I 56.21-0";"Event-Caterer";4;"I5621";"I 56.21";"Event-Caterer";""
5;"I56220";"I 56.22-0";"Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen";4;"I5622";"I 56.22";"Sonstige Caterer und Erbringung sonstiger Verpflegungsdienstleistungen";""
5;"I56300";"I 56.30-0";"Ausschank von Getränken";4;"I5630";"I 56.30";"Ausschank von Getränken";""
5;"I56400";"I 56.40-0";"Vermittlungstätigkeiten für gastronomische Dienstleistungen";4;"I5640";"I 56.40";"Vermittlungstätigkeiten für gastronomische Dienstleistungen";""
5;"J58110";"J 58.11-0";"Verlegen von Büchern";4;"J5811";"J 58.11";"Verlegen von Büchern";""
5;"J58120";"J 58.12-0";"Verlegen von Zeitungen";4;"J5812";"J 58.12";"Verlegen von Zeitungen";""
5;"J58130";"J 58.13-0";"Verlegen von Zeitschriften";4;"J5813";"J 58.13";"Verlegen von Zeitschriften";""
5;"J58190";"J 58.19-0";"Sonstiges Verlagswesen, ohne Software";4;"J5819";"J 58.19";"Sonstiges Verlagswesen, ohne Software";""
5;"J58210";"J 58.21-0";"Verlegen von Computerspielen";4;"J5821";"J 58.21";"Verlegen von Computerspielen";""
5;"J58290";"J 58.29-0";"Verlegen von sonstiger Software";4;"J5829";"J 58.29";"Verlegen von sonstiger Software";""
5;"J59110";"J 59.11-0";"Herstellung von Filmen, Videofilmen und Fernsehprogrammen";4;"J5911";"J 59.11";"Herstellung von Filmen, Videofilmen und Fernsehprogrammen";""
5;"J59120";"J 59.12-0";"Nachbearbeitung und sonstige Filmtechnik";4;"J5912";"J 59.12";"Nachbearbeitung und sonstige Filmtechnik";""
5;"J59130";"J 59.13-0";"Filmverleih und -vertrieb, nicht an private Haushalte";4;"J5913";"J 59.13";"Filmverleih und -vertrieb, nicht an private Haushalte";""
5;"J59140";"J 59.14-0";"Kinos";4;"J5914";"J 59.14";"Kinos";""
5;"J59200";"J 59.20-0";"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";4;"J5920";"J 59.20";"Tonstudios; Herstellung von Hörfunkbeiträgen; Verlegen von bespielten Tonträgern und Musikalien";""
5;"J60100";"J 60.10-0";"Hörfunkveranstalter und Verbreitung von Audioinhalten";4;"J6010";"J 60.10";"Hörfunkveranstalter und Verbreitung von Audioinhalten";""
5;"J60200";"J 60.20-0";"Fernsehveranstalter und Verbreitung von Videoinhalten";4;"J6020";"J 60.20";"Fernsehveranstalter und Verbreitung von Videoinhalten";""
5;"J60310";"J 60.31-0";"Nachrichtenagenturen";4;"J6031";"J 60.31";"Nachrichtenagenturen";""
5;"J60390";"J 60.39-0";"Sonstige Verbreitung von Medieninhalten";4;"J6039";"J 60.39";"Sonstige Verbreitung von Medieninhalten";""
5;"K61100";"K 61.10-0";"Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation";4;"K6110";"K 61.10";"Leitungsgebundene, drahtlose und satellitengestützte Telekommunikation";""
5;"K61200";"K 61.20-0";"Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation";4;"K6120";"K 61.20";"Wiederverkaufs- und Vermittlungstätigkeiten für die Telekommunikation";""
5;"K61900";"K 61.90-0";"Sonstige Telekommunikation";4;"K6190";"K 61.90";"Sonstige Telekommunikation";""
5;"K62100";"K 62.10-0";"Programmierungstätigkeiten";4;"K6210";"K 62.10";"Programmierungstätigkeiten";""
5;"K62200";"K 62.20-0";"Erbringung von Dienstleistungen der IT-Beratung sowie des Betriebs von Datenverarbeitungseinrichtungen";4;"K6220";"K 62.20";"Erbringung von Dienstleistungen der IT-Beratung sowie des Betriebs von Datenverarbeitungseinrichtungen";""
5;"K62900";"K 62.90-0";"Erbringung von sonstigen Dienstleistungen der Informationstechnologie";4;"K6290";"K 62.90";"Erbringung von sonstigen Dienstleistungen der Informationstechnologie";""
5;"K63100";"K 63.10-0";"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten";4;"K6310";"K 63.10";"Datenverarbeitung, Hosting und damit verbundene Tätigkeiten";""
5;"K63910";"K 63.91-0";"Web-Suchportale";4;"K6391";"K 63.91";"Web-Suchportale";""
5;"K63920";"K 63.92-0";"Erbringung von sonstigen Informationsdienstleistungen";4;"K6392";"K 63.92";"Erbringung von sonstigen Informationsdienstleistungen";""
5;"L64110";"L 64.11-0";"Zentralbanken";4;"L6411";"L 64.11";"Zentralbanken";""
5;"L64190";"L 64.19-0";"Kreditinstitute, ohne Spezialkreditinstitute";4;"L6419";"L 64.19";"Kreditinstitute, ohne Spezialkreditinstitute";""
5;"L64210";"L 64.21-0";"Beteiligungsgesellschaften";4;"L6421";"L 64.21";"Beteiligungsgesellschaften";""
5;"L64220";"L 64.22-0";"Finanzierungs-Conduits";4;"L6422";"L 64.22";"Finanzierungs-Conduits";""
5;"L64310";"L 64.31-0";"Investmentfonds";4;"L6431";"L 64.31";"Investmentfonds";""
5;"L64320";"L 64.32-0";"Treuhandfonds, Nachlass- und Treuhandkonten";4;"L6432";"L 64.32";"Treuhandfonds, Nachlass- und Treuhandkonten";""
5;"L64910";"L 64.91-0";"Institutionen für Finanzierungsleasing";4;"L6491";"L 64.91";"Institutionen für Finanzierungsleasing";""
5;"L64920";"L 64.92-0";"Spezialkreditinstitute";4;"L6492";"L 64.92";"Spezialkreditinstitute";""
5;"L64990";"L 64.99-0";"Sonstige Finanzdienstleistungen a.n.g.";4;"L6499";"L 64.99";"Sonstige Finanzdienstleistungen a. n. g.";""
5;"L65110";"L 65.11-0";"Lebensversicherung";4;"L6511";"L 65.11";"Lebensversicherung";""
5;"L65120";"L 65.12-0";"Nichtlebensversicherungen";4;"L6512";"L 65.12";"Nichtlebensversicherungen";""
5;"L65200";"L 65.20-0";"Rückversicherungen";4;"L6520";"L 65.20";"Rückversicherungen";""
5;"L65300";"L 65.30-0";"Pensionskassen und Pensionsfonds";4;"L6530";"L 65.30";"Pensionskassen und Pensionsfonds";""
5;"L66110";"L 66.11-0";"Effekten- und Warenbörsen";4;"L6611";"L 66.11";"Effekten- und Warenbörsen";""
5;"L66120";"L 66.12-0";"Effekten- und Warenterminhandel";4;"L6612";"L 66.12";"Effekten- und Warenterminhandel";""
5;"L66190";"L 66.19-0";"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten";4;"L6619";"L 66.19";"Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten";""
5;"L66210";"L 66.21-0";"Risiko- und Schadensbewertung";4;"L6621";"L 66.21";"Risiko- und Schadensbewertung";""
5;"L66220";"L 66.22-0";"Tätigkeiten der Versicherungsvermittlung";4;"L6622";"L 66.22";"Tätigkeiten der Versicherungsvermittlung";""
5;"L66290";"L 66.29-0";"Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a.n.g.";4;"L6629";"L 66.29";"Mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a. n. g.";""
5;"L66300";"L 66.30-0";"Fondsmanagement";4;"L6630";"L 66.30";"Fondsmanagement";""
5;"M68110";"M 68.11-0";"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen";4;"M6811";"M 68.11";"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen";""
5;"M68120";"M 68.12-0";"Erschließung von Grundstücken; Bauträger";4;"M6812";"M 68.12";"Erschließung von Grundstücken; Bauträger";""
5;"M68201";"M 68.20-1";"Leasing von Grundstücken, Gebäuden und Wohnungen";4;"M6820";"M 68.20";"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";""
5;"M68209";"M 68.20-9";"Sonstige Vermietung und Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";4;"M6820";"M 68.20";"Vermietung, Verpachtung von eigenen oder geleasten Grundstücken, Gebäuden und Wohnungen";""
5;"M68310";"M 68.31-0";"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte";4;"M6831";"M 68.31";"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte";""
5;"M68320";"M 68.32-0";"Sonstige Tätigkeiten für das Grundstücks- und Wohnungswesen für Dritte";4;"M6832";"M 68.32";"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte";""
5;"N69100";"N 69.10-0";"Rechtsberatung";4;"N6910";"N 69.10";"Rechtsberatung";""
5;"N69200";"N 69.20-0";"Wirtschaftsprüfung und Steuerberatung; Buchführung";4;"N6920";"N 69.20";"Wirtschaftsprüfung und Steuerberatung; Buchführung";""
5;"N70100";"N 70.10-0";"Verwaltung und Führung von Unternehmen und Betrieben";4;"N7010";"N 70.10";"Verwaltung und Führung von Unternehmen und Betrieben";""
5;"N70200";"N 70.20-0";"Unternehmensberatung";4;"N7020";"N 70.20";"Unternehmensberatung";""
5;"N71110";"N 71.11-0";"Tätigkeiten von Architekturbüros";4;"N7111";"N 71.11";"Tätigkeiten von Architekturbüros";""
5;"N71120";"N 71.12-0";"Tätigkeiten von Ingenieurbüros";4;"N7112";"N 71.12";"Tätigkeiten von Ingenieurbüros";""
5;"N71200";"N 71.20-0";"Technische, physikalische und chemische Untersuchung";4;"N7120";"N 71.20";"Technische, physikalische und chemische Untersuchung";""
5;"N72100";"N 72.10-0";"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";4;"N7210";"N 72.10";"Forschung und Entwicklung im Bereich Natur-, Ingenieur-, Agrarwissenschaften und Medizin";""
5;"N72200";"N 72.20-0";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";4;"N7220";"N 72.20";"Forschung und Entwicklung im Bereich Rechts-, Wirtschafts- und Sozialwissenschaften sowie im Bereich Sprach-, Kultur- und Kunstwissenschaften";""
5;"N73110";"N 73.11-0";"Tätigkeiten von Werbeagenturen";4;"N7311";"N 73.11";"Tätigkeiten von Werbeagenturen";""
5;"N73120";"N 73.12-0";"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen";4;"N7312";"N 73.12";"Vermarktung und Vermittlung von Werbezeiten und Werbeflächen";""
5;"N73200";"N 73.20-0";"Markt- und Meinungsforschung";4;"N7320";"N 73.20";"Markt- und Meinungsforschung";""
5;"N73300";"N 73.30-0";"Public-Relations-Beratung";4;"N7330";"N 73.30";"Public-Relations-Beratung";""
5;"N74110";"N 74.11-0";"Industrie-, Produkt- und Modedesign";4;"N7411";"N 74.11";"Industrie-, Produkt- und Modedesign";""
5;"N74120";"N 74.12-0";"Grafik- und Kommunikationsdesign";4;"N7412";"N 74.12";"Grafik- und Kommunikationsdesign";""
5;"N74130";"N 74.13-0";"Innenraumdesign und Raumgestaltung";4;"N7413";"N 74.13";"Innenraumdesign und Raumgestaltung";""
5;"N74140";"N 74.14-0";"Sonstige spezialisierte Designtätigkeiten";4;"N7414";"N 74.14";"Sonstige spezialisierte Designtätigkeiten";""
5;"N74200";"N 74.20-0";"Fotografie und Fotolabors";4;"N7420";"N 74.20";"Fotografie und Fotolabors";""
5;"N74300";"N 74.30-0";"Übersetzen und Dolmetschen";4;"N7430";"N 74.30";"Übersetzen und Dolmetschen";""
5;"N74910";"N 74.91-0";"Erbringung von Vermittlungs- und Vermarktungsdienstleistungen für Patente";4;"N7491";"N 74.91";"Erbringung von Vermittlungs- und Vermarktungsdienstleistungen für Patente";""
5;"N74990";"N 74.99-0";"Alle anderen wissenschaftlichen und technischen Tätigkeiten a.n.g.";4;"N7499";"N 74.99";"Alle anderen wissenschaftlichen und technischen Tätigkeiten a. n. g.";""
5;"N75000";"N 75.00-0";"Veterinärwesen";4;"N7500";"N 75.00";"Veterinärwesen";""
5;"O77111";"O 77.11-1";"Leasing von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";4;"O7711";"O 77.11";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";""
5;"O77112";"O 77.11-2";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";4;"O7711";"O 77.11";"Vermietung von Kraftwagen mit einem Gesamtgewicht von 3,5 t oder weniger";""
5;"O77120";"O 77.12-0";"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t";4;"O7712";"O 77.12";"Vermietung von Kraftwagen mit einem Gesamtgewicht von mehr als 3,5 t";""
5;"O77210";"O 77.21-0";"Vermietung von Sport- und Freizeitgeräten";4;"O7721";"O 77.21";"Vermietung von Sport- und Freizeitgeräten";""
5;"O77220";"O 77.22-0";"Vermietung von sonstigen Gebrauchsgütern";4;"O7722";"O 77.22";"Vermietung von sonstigen Gebrauchsgütern";""
5;"O77310";"O 77.31-0";"Vermietung von landwirtschaftlichen Maschinen und Geräten";4;"O7731";"O 77.31";"Vermietung von landwirtschaftlichen Maschinen und Geräten";""
5;"O77320";"O 77.32-0";"Vermietung von Baumaschinen und -geräten";4;"O7732";"O 77.32";"Vermietung von Baumaschinen und -geräten";""
5;"O77330";"O 77.33-0";"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen";4;"O7733";"O 77.33";"Vermietung von Büromaschinen, Datenverarbeitungsgeräten und -einrichtungen";""
5;"O77340";"O 77.34-0";"Vermietung von Wasserfahrzeugen";4;"O7734";"O 77.34";"Vermietung von Wasserfahrzeugen";""
5;"O77350";"O 77.35-0";"Vermietung von Luftfahrzeugen";4;"O7735";"O 77.35";"Vermietung von Luftfahrzeugen";""
5;"O77390";"O 77.39-0";"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a.n.g.";4;"O7739";"O 77.39";"Vermietung von sonstigen Maschinen, Geräten und beweglichen Sachen a. n. g.";""
5;"O77400";"O 77.40-0";"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights";4;"O7740";"O 77.40";"Leasing von nichtfinanziellen immateriellen Vermögensgütern, ohne Copyrights";""
5;"O77510";"O 77.51-0";"Vermittlungstätigkeiten für die Vermietung und das Leasing von Autos, Wohnmobilen und Anhängern";4;"O7751";"O 77.51";"Vermittlungstätigkeiten für die Vermietung und das Leasing von Autos, Wohnmobilen und Anhängern";""
5;"O77520";"O 77.52-0";"Vermittlungstätigkeiten für die Vermietung und das Leasing von sonstigen beweglichen Sachen und nichtfinanziellen immateriellen Vermögensgütern";4;"O7752";"O 77.52";"Vermittlungstätigkeiten für die Vermietung und das Leasing von sonstigen beweglichen Sachen und nichtfinanziellen immateriellen Vermögensgütern";""
5;"O78100";"O 78.10-0";"Vermittlung von Arbeitskräften";4;"O7810";"O 78.10";"Vermittlung von Arbeitskräften";""
5;"O78200";"O 78.20-0";"Überlassung von Arbeitskräften und sonstige Personaldienstleistungen";4;"O7820";"O 78.20";"Überlassung von Arbeitskräften und sonstige Personaldienstleistungen";""
5;"O79110";"O 79.11-0";"Reisebüros";4;"O7911";"O 79.11";"Reisebüros";""
5;"O79120";"O 79.12-0";"Reiseveranstalter";4;"O7912";"O 79.12";"Reiseveranstalter";""
5;"O79900";"O 79.90-0";"Erbringung sonstiger Reservierungsdienstleistungen";4;"O7990";"O 79.90";"Erbringung sonstiger Reservierungsdienstleistungen";""
5;"O80011";"O 80.01-1";"Private Wach- und Sicherheitsdienste";4;"O8001";"O 80.01";"Private Wach- und Sicherheitsdienste sowie Detekteien";""
5;"O80012";"O 80.01-2";"Detekteien";4;"O8001";"O 80.01";"Private Wach- und Sicherheitsdienste sowie Detekteien";""
5;"O80090";"O 80.09-0";"Sicherheitsdienste a.n.g.";4;"O8009";"O 80.09";"Sicherheitsdienste a. n. g.";""
5;"O81100";"O 81.10-0";"Hausmeisterdienste";4;"O8110";"O 81.10";"Hausmeisterdienste";""
5;"O81210";"O 81.21-0";"Allgemeine Gebäudereinigung";4;"O8121";"O 81.21";"Allgemeine Gebäudereinigung";""
5;"O81221";"O 81.22-1";"Rauchfangkehrerinnen und -kehrer";4;"O8122";"O 81.22";"Spezielle Reinigung von Gebäuden und Reinigung von Maschinen";""
5;"O81229";"O 81.22-9";"Spezielle Reinigung von Gebäuden und Maschinen a.n.g.";4;"O8122";"O 81.22";"Spezielle Reinigung von Gebäuden und Reinigung von Maschinen";""
5;"O81230";"O 81.23-0";"Sonstige Reinigung";4;"O8123";"O 81.23";"Sonstige Reinigung";""
5;"O81300";"O 81.30-0";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";4;"O8130";"O 81.30";"Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen";""
5;"O82100";"O 82.10-0";"Sekretariats- und Schreibdienste, Copy-Shops";4;"O8210";"O 82.10";"Sekretariats- und Schreibdienste, Copy-Shops";""
5;"O82200";"O 82.20-0";"Call Centers";4;"O8220";"O 82.20";"Call Centers";""
5;"O82300";"O 82.30-0";"Messe-, Kongress- und Business-Event-Veranstalter";4;"O8230";"O 82.30";"Messe-, Kongress- und Business-Event-Veranstalter";""
5;"O82400";"O 82.40-0";"Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a.n.g.";4;"O8240";"O 82.40";"Vermittlungstätigkeiten für die Erbringung von wirtschaftlichen Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
5;"O82910";"O 82.91-0";"Inkassobüros und Auskunfteien";4;"O8291";"O 82.91";"Inkassobüros und Auskunfteien";""
5;"O82920";"O 82.92-0";"Abfüllen und Verpacken";4;"O8292";"O 82.92";"Abfüllen und Verpacken";""
5;"O82990";"O 82.99-0";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a.n.g.";4;"O8299";"O 82.99";"Erbringung sonstiger wirtschaftlicher Dienstleistungen für Unternehmen und Privatpersonen a. n. g.";""
5;"P84110";"P 84.11-0";"Allgemeine öffentliche Verwaltung";4;"P8411";"P 84.11";"Allgemeine öffentliche Verwaltung";""
5;"P84120";"P 84.12-0";"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen";4;"P8412";"P 84.12";"Öffentliche Verwaltung auf den Gebieten Gesundheitswesen, Bildung, Kultur und Sozialwesen";""
5;"P84130";"P 84.13-0";"Wirtschaftsförderung, -ordnung und -aufsicht";4;"P8413";"P 84.13";"Wirtschaftsförderung, -ordnung und -aufsicht";""
5;"P84210";"P 84.21-0";"Auswärtige Angelegenheiten";4;"P8421";"P 84.21";"Auswärtige Angelegenheiten";""
5;"P84220";"P 84.22-0";"Verteidigung";4;"P8422";"P 84.22";"Verteidigung";""
5;"P84230";"P 84.23-0";"Justiz";4;"P8423";"P 84.23";"Rechtspflege/Justiz";""
5;"P84240";"P 84.24-0";"Öffentliche Sicherheit und Ordnung";4;"P8424";"P 84.24";"Öffentliche Sicherheit und Ordnung";""
5;"P84250";"P 84.25-0";"Feuerwehren";4;"P8425";"P 84.25";"Feuerwehren";""
5;"P84300";"P 84.30-0";"Sozialversicherung";4;"P8430";"P 84.30";"Sozialversicherung";""
5;"Q85100";"Q 85.10-0";"Kindergärten und Vorschulen";4;"Q8510";"Q 85.10";"Kindergärten und Vorschulen";""
5;"Q85200";"Q 85.20-0";"Volksschulen";4;"Q8520";"Q 85.20";"Grundschulen/Volksschulen";""
5;"Q85311";"Q 85.31-1";"Mittelschulen und Polytechnische Lehrgänge";4;"Q8531";"Q 85.31";"Allgemeinbildende weiterführende Schulen";""
5;"Q85312";"Q 85.31-2";"Allgemein bildende höhere Schulen";4;"Q8531";"Q 85.31";"Allgemeinbildende weiterführende Schulen";""
5;"Q85321";"Q 85.32-1";"Berufsbildende Pflichtschulen";4;"Q8532";"Q 85.32";"Berufsbildende weiterführende Schulen";""
5;"Q85322";"Q 85.32-2";"Berufsbildende mittlere Schulen";4;"Q8532";"Q 85.32";"Berufsbildende weiterführende Schulen";""
5;"Q85323";"Q 85.32-3";"Berufsbildende höhere Schulen";4;"Q8532";"Q 85.32";"Berufsbildende weiterführende Schulen";""
5;"Q85330";"Q 85.33-0";"Postsekundärer, nicht tertiärer Unterricht";4;"Q8533";"Q 85.33";"Postsekundärer, nicht tertiärer Unterricht";""
5;"Q85400";"Q 85.40-0";"Tertiärer Unterricht";4;"Q8540";"Q 85.40";"Tertiärer Unterricht";""
5;"Q85510";"Q 85.51-0";"Sport- und Freizeitunterricht";4;"Q8551";"Q 85.51";"Sport- und Freizeitunterricht";""
5;"Q85521";"Q 85.52-1";"Tanzunterricht";4;"Q8552";"Q 85.52";"Kulturunterricht";""
5;"Q85529";"Q 85.52-9";"Sonstiger Kulturunterricht";4;"Q8552";"Q 85.52";"Kulturunterricht";""
5;"Q85530";"Q 85.53-0";"Fahr- und Flugschulen";4;"Q8553";"Q 85.53";"Fahr- und Flugschulen";""
5;"Q85590";"Q 85.59-0";"Sonstiger Unterricht a.n.g.";4;"Q8559";"Q 85.59";"Sonstiger Unterricht a. n. g.";""
5;"Q85610";"Q 85.61-0";"Vermittlungstätigkeiten für Erziehung und Unterricht";4;"Q8561";"Q 85.61";"Vermittlungstätigkeiten für Erziehung und Unterricht";""
5;"Q85690";"Q 85.69-0";"Erbringung von Dienstleistungen für Erziehung und Unterricht a.n.g.";4;"Q8569";"Q 85.69";"Erbringung von Dienstleistungen für Erziehung und Unterricht a. n. g.";""
5;"R86100";"R 86.10-0";"Krankenhäuser";4;"R8610";"R 86.10";"Krankenhäuser";""
5;"R86210";"R 86.21-0";"Arztpraxen für Allgemeinmedizin";4;"R8621";"R 86.21";"Arztpraxen für Allgemeinmedizin";""
5;"R86220";"R 86.22-0";"Fachärztliche Tätigkeiten";4;"R8622";"R 86.22";"Facharztpraxen";""
5;"R86230";"R 86.23-0";"Zahnarztpraxen";4;"R8623";"R 86.23";"Zahnarztpraxen";""
